Key,Type,Desc,English,French,Spanish,German,Russian,Italian,Chinese Simplified,Japanese,Korean,Brazilian Portuguese,Turkish,Thai,Indonesian,Polish,Ukrainian,Arabic,Portuguese,Lithuanian,Chinese Taiwan
CUSTOMIZATION/Preset.Load Subscribed Preset Title,Text,,Load Subscribed Preset,Charger un préréglé auquel vous êtes abonné(e),Cargar preset con suscripción,Abonnierte Voreinstellung laden,Загрузить подписанную предустановку,Carica impostazioni stabilite,加载已订阅的预设,登録プリセットをロード,구독한 사전 설정 불러오기,Carregar Predefinição Inscrita,Abone Olunan Ön Ayarı Yükle,โหลดการตั้งค่าล่วงหน้าที่สมัครไว้,Muat Preset Berlanganan,Wczytaj model z subskrypcji,Завантажити підписану заготовку,,Carregar predefinição subscrita,Įkelti paskirtąjį nustatymą,載入已訂閲的預設模板
CUSTOMIZATION/Preset.Load Subscribed Preset,Text,,SUBSCRIBED PRESETS,ABONNEMENTS AUX PRÉRÉGLÉS,PRESETS CON SUSCRIPCIÓN,ABONNIERTE VOREINSTELLUNGEN,ПОДПИСАННЫЕ ПРЕДУСТАНОВКИ,IMPOSTAZIONI STABILITE,订阅预设,登録プリセット,구독한 사전 설정,PREDEFINIÇÕES INSCRITAS,ABONE OLUNAN ÖN AYARLAR,การตั้งค่าล่วงหน้าที่สมัครไว้,PRESET BERLANGGANAN,SUBSKRYBOWANE MODELE,ПІДПИСАНІ ЗАГОТОВКИ,,PREDEFINIÇÕES SUBSCRITAS,PASKIRTIEJI NUSTATYMAI,已訂閲的預設模板
CUSTOMIZATION/Preset.MY PRESETS,Text,,MY PRESETS,MES PRÉRÉGLÉS,MIS PRESETS,MEINE VOREINSTELLUNGEN,МОИ ПРЕДУСТАНОВКИ,MIE PREDEFINITE,我的模板,マイプリセット,내 사전 설정,MINHAS PREDEFINIÇÕES,ÖN AYARLARIM,ค่าที่ตั้งไว้ล่วงหน้าของฉัน,PRESET-KU,MOJE MODELE,МОЇ ЗАГОТОВКИ,التعيينات المسبقة,AS MINHAS PREDEFINIÇÕES,MANO IŠANKSTINĖS NUOSTATOS,我的預設模板
CUSTOMIZATION/Preset.No presets available,Text,,No presets available,Aucun préréglé disponible,No hay presets disponibles,Keine Voreinstellungen verfügbar,Предустановки не найдены.,Predefinite non disponibili,没有可用模板,プリセットがありません。,사전 설정 없음,Nenhuma predefinição disponível,Mevcut ön ayar yok,ค่าที่ตั้งไว้ล่วงหน้าไม่พร้อมใช้งาน,Preset tidak tersedia,Brak dostępnych modeli,Заготовки відсутні,لا يوجد تعيينات مسبقة متاحة,Nenhuma predefinição disponível,Nėra pasiekiamų išankstinių nuostatų,無可用預設模板
CUSTOMIZATION/Preset.No Subscriptions,Text,,Nothing subscribed. Use OPEN STEAM WORKSHOP to subscribe.,Aucun abonnement. Utilisez OUVRIR L'ATELIER pour vous abonner.,No hay suscripciones. Utiliza ABRIR STEAM WORKSHOP para suscribirte.,Kein Abo vorhanden. Nutze STEAM-WORKSHOP ÖFFNEN zum abonnieren.,Подписки отсутствуют. Используйте «Открыть мастерскую Steam» для подписки.,"Nessuna sottoscrizione, usa APRI LABORATORIO per iscriverti.",没有订阅内容，请使用“打开 STEAM 工坊”订阅。,登録プリセット無し。STEAMワークショップを開いて登録できます。,구독 중인 항목이 없습니다. STEAM 창작마당을 열어 구독하세요,Nada inscrito. Use a opção ABRIR OFICINA STEAM para inscrever-se.,Hiçbir abonelik yok. STEAM ATÖLYESİNİ AÇ düğmesini kullanarak abone ol.,"ยังไม่ได้สมัครรายการใดๆ ใช้ ""เปิด STEAM เวิร์กช็อป"" เพื่อสมัคร",Tidak berlangganan apa pun. Gunakan WORKSHOP STEAM TERBUKA untuk berlangganan.,"Brak subskrypcji. Aby dokonać subskrypcji, OTWÓRZ WARSZTAT STEAM.","Підписки відсутні. Виберіть «ВІДКРИТИ МАЙСТЕРНЮ STEAM», щоб підписатися.","لم يتم الاشتراك في أي شيء، استخدم ""فتح ورشة العمل"" للاشتراك",Não tens subscrições. Usa ABRIR OFICINA STEAM para subscreveres.,"Priskirtųjų nustatymų nėra. Jei norite pakeisti paskirtuosius nustatymus, spauskite ATIDARYTI „STEAM“ DIRBTUVES",無訂閲內容。請使用「打開 STEAM 工作坊」訂閲。
CUSTOMIZATION/Preset.Save Preset,Text,,Save Preset,Sauvegarder le préréglé,Guardar preset,Voreinstellung speichern,Сохранение предустановок,Salva predefinite,保存模板,プリセットセーブ,사전 설정 저장,Salvar predefinição,Ön Ayarı Kaydet,บันทึกค่าที่ตั้งไว้ล่วงหน้า,Simpan Preset,Zapisz model,Зберегти заготовку,حفظ التعيين المسبق,Guardar predefinição,Įrašyti išankstinę nuostatą,儲存預設模板
CUSTOMIZATION/Preset.WORKSHOP,Text,,WORKSHOP,ATELIER,WORKSHOP,WORKSHOP,МАСТЕРСКАЯ,LABORATORIO,工作坊,ワークショップ,워크숍,OFICINA,ATÖLYE,ประชุมเชิงปฏิบัติการ,SANGGAR,WARSZTAT,МАЙСТЕРНЯ,ورشة العمل,OFICINA,DIRBTUVĖS,工作坊
CUSTOMIZATION/PresetSaved.Agree,Text,,"<size=-4>By publishing an item you agree to the</size>
WORKSHOP LEGAL AGREEMENT","<size=-4>En publiant un objet, vous consentez à</size>
L'ACCORD LÉGAL DE L'ATELIER","<size=-6>Cuando publicas un objeto, aceptas el</size>
Acuerdo legal de Workshop","<size=-6>Indem du einen Gegenstand veröffentlichst, stimmst du den </size>
 NUTZUNGSBEDINGUNGEN DES WORKSHOPS zu","Отправляя данные в мастерскую
вы подтверждаете согласие с условиями
СОГЛАШЕНИЯ ОБ ИСПОЛЬЗОВАНИИ МАСТЕРСКОЙ.","<size=-4>SE PROCEDI ACCETTI
L' ACCORDO LEGALE DEL LABORATORIO</size>","<size=-6>发布项目即表示您同意</size>
 “工作坊法律协议”","ワークショップに関する利用規約
<size=-6>アイテムを投稿することで同意したことになります</size>","<size=-6>아이템을 게시함으로 다음 사항에 동의합니다</size>
  워크숍 법적 계약","<size=-6>Ao publicar um item, você concorda com o</size>
ACORDO LEGAL DA OFICINA","<size=-6>Bir ögeyi paylaşarak aşağıdakileri kabul edersin</size>
ATÖLYE YASAL SÖZLEŞMESİ","<size=-6>การเผยแพร่สินค้าหมายความว่าคุณตกลงตาม
ข้อตกลงทางกฎหมายของเวิร์กช็อป</size>","<size=-6>Dengan mempublikasikan item Kamu setuju untuk</size=-10>
PERJANJIAN HUKUM SANGGAR","<size=-6>Publikując przedmiot, zgadzasz się na</size>
UMOWĘ PRAWNĄ WARSZTATU","<size=-6>Публікуючи дані в майстерні, ви погоджуєтеся
умовами згоди про використання</size>","<size=-6>عن طريق نشر عنصر، فإنك توافق على</size>
 الاتفاق القانوني لورشة العمل","<size=-6>Ao publicares um objeto, estás a concordar com o </size>
ACORDO LEGAL DA OFICINA","<size=-6>Paskelbdamas elementą, sutinki su</size>
TEISINE DIRBTUVIŲ SUTARTIMI","<size=-4>進行發佈即表示你同意</size>
工作坊法律協議"
CUSTOMIZATION/PresetSaved.PublishToWorkshop,Text,,PUBLISH TO WORKSHOP,PUBLIER DANS L'ATELIER,PUBLICAR EN WORKSHOP,IM WORKSHOP VERÖFFENTLICHEN,ОТПРАВКА В МАСТЕРСКУЮ,PUBBLICA IN LABORATORIO,发布到工作坊,ワークショップに投稿,워크숍에 게시,PUBLICAR NA OFICINA,ATÖLYEDE PAYLAŞ,เผยแพร่ในเวิร์กช็อป,PUBLIKASIKAN KE SANGGAR,OPUBLIKUJ W WARSZTACIE,ОПУБЛІКУВАТИ В МАЙСТЕРНІ,نشر إلى ورشة العمل,PUBLICAR NA OFICINA,SKELBTI DIRBTUVĖSE,發佈至工作坊
CUSTOMIZATION/PresetSaved.Title,Text,,Preset Saved,Préréglé sauvegardé,Preset guardado,Voreinstellung gespeichert,Предустановки сохранены,Predefinite salvate,模板已保存,セーブ完了,사전 설정 저장됨,Predefinição salva,Ön Ayar Kaydedildi,ค่าที่ตั้งไว้ล่วงหน้าที่ถูกบันทึกไว้,Preset Tersimpan,Model zapisany,Заготовку збережено,تم حفظ التعيين المسبق,Predefinição guardada,Išankstinė nuostata įrašyta,預設模板已儲存
CUSTOMIZATION/Root.Customize Character,Text,,Customize Character,Personnaliser le personnage,Personalizar personaje,Charakter anpassen,Настройка персонажа,Personalizza personaggio,定制角色,カスタムスキン,캐릭터 사용자 지정,Personalizar personagem,Karakteri Özelleştir,ปรับแต่งตัวละคร,Mengubah Suai Karakter,DOSTOSUJ POSTAĆ,Налаштування персонажа,تخصيص الشخصية,Personalizar personagem,Personalizuoti veikėją,自訂角色
CUSTOMIZATION/Root.EDIT,Text,,EDIT,MODIFIER,EDITAR,BEARBEITEN,ИЗМЕНЕНИЕ,MODIFICA,编辑,エディット,편집,EDITAR,DÜZENLE,แก้ไข,EDIT,EDYTUJ,РЕДАГУВАТИ,تحرير,EDITAR,REDAGUOTI,編輯
CUSTOMIZATION/Root.LOAD PRESET,Text,,LOAD PRESET,CHARGER LE PRÉRÉGLÉ,CARGAR PRESET,VOREINSTELLUNG LADEN,ЗАГРУЗКА ПРЕДУСТАНОВКИ,CARICA PREDEFINITE,加载模板,プリセットロード,사전 설정 로딩하기,CARREGAR PREDEFINIÇÃO,ÖN AYARI YÜKLE,โหลดค่าที่ตั้งไว้,MUAT PRESET,ZAŁADUJ MODEL,ЗАВАНТАЖИТИ ЗАГОТОВКУ,تحميل التعيين المسبق,CARREGAR PREDEFINIÇÃO,ĮKELTI IŠANKSTINĘ NUOSTATĄ,載入預設模板
CUSTOMIZATION/Root.SAVE PRESET,Text,,SAVE PRESET,SAUV. LE PRÉRÉGLÉ,GUARDAR PRESET,VOREINSTELLUNG SPEICHERN,СОХРАНЕНИЕ ПРЕДУСТАНОВКИ,SALVA PREDEFINITE,保存模板,プリセットセーブ,사전 설정 저장,SALVAR PREDEFINIÇÃO,ÖN AYARI KAYDET,บันทึกค่าที่ตั้งไว้,SIMPAN PRESET,ZAPISZ MODEL,ЗБЕРЕГТИ ЗАГОТОВКУ,حفظ التعيين المسبق,GUARDAR PREDEFINIÇÃO,ĮRAŠYTI IŠANKSTINĘ NUOSTATĄ,儲存預設模板
CUSTOMIZATION/Root.TOGGLE PLAYER,Text,,TOGGLE PLAYER,CHANGER DE JOUEUR,CAMBIAR JUGADOR,SPIELER WECHSELN,ПЕРЕКЛЮЧЕНИЕ ИГРОКА,CAMBIA GIOCATORE,切换玩家,スイッチ,플레이어 토글,TROCAR DE JOGADOR,OYUNCU DEĞİŞTİR,เล่นสลับ,ALIH PEMAIN,ZMIEŃ GRACZA,ПЕРЕКЛЮЧИТИ ГРАВЦЯ,تبديل اللاعب,ALTERNAR JOGADOR,PERJUNGTI ŽAIDĖJĄ,切換玩家
CUSTOMIZATION/SAVE,Text,,SAVE,SAUVEGARDER,GUARDAR,SPEICHERN,СОХРАНЕНИЕ,SALVA,保存,セーブ,저장,SALVAR,KAYDET,บันทึก,SIMPAN,ZAPISZ,ЗБЕРЕГТИ,حفظ,GUARDAR,ĮRAŠYTI,儲存
CUSTOMIZATION/SavePreset.Description,Text,,Description,Description,Descripción,Beschreibung,Описание,Descrizione,描述,詳細,설명,Descrição,Tanım,คำอธิบาย,Deskripsi,Opis,Опис,الوصف,Descrição,Aprašas,描述
CUSTOMIZATION/SavePreset.EnterTextPlaceholder,Text,,Enter text...,Saisir le texte...,Escribe aquí…,Text eingeben ...,Введите текст…,Inserisci testo...,输入文字......,テキスト入力,텍스트 입력...,Digite o texto...,Metin gir...,ป้อนข้อความ...,Masukkan teks...,Wprowadź tekst...,Введіть текст…,أدخل نص...,Introduz o texto...,Įvesti tekstą...,輸入文字......
CUSTOMIZATION/SavePreset.Save Preset,Text,,Save Preset,Sauvegarder le préréglé,Guardar preset,Voreinstellung speichern,Сохранение предустановок,Salva predefinite,保存模板,プリセットセーブ,사전 설정 저장,Salvar predefinição,Ön Ayarı Kaydet,บันทึกค่าที่ตั้งไว้ล่วงหน้า,Simpan Preset,Zapisz model,Зберегти заготовку,حفظ التعيين المسبق,Guardar predefinição,Įrašyti išankstinę nuostatą,儲存預設模板
CUSTOMIZATION/SavePreset.Title,Text,,Title,Titre,Nombre,Titel,Название,Titolo,标题,タイトル,제목,Título,Başlık,ชื่อเรื่อง,Judul,Tytuł,Назва,العنوان,Título,Pavadinimas,標題
CUSTOMIZATION/SelectModel.Select Character,Text,,Select Character,Choisir le personnage,Seleccionar personaje,Charakter auswählen,Выбор персонажа,Seleziona personaggio,选择角色,キャラの選択,캐릭터 선택,Selecione o personagem,Karakter Seç,เลือกตัวละคร,Pilih Karakter,Wybierz postać,Вибрати персонаж,تحديد الشخصية,Seleciona a personagem,Pasirinkti veikėją,選擇角色
CUSTOMIZATION/SelectModel.Select Head,Text,,Select Head,Choisir la tête,Seleccionar cabeza,Kopf auswählen,Выбор головы,Seleziona testa,选择头部,あたまの選択,머리 선택,Selecione a cabeça,Kafa seç,เลือกหัว,Pilih Kepala,Wybierz głowę,Вибрати голову,تحديد الرأس,Seleciona a cabeça,Pasirinkti galvą,選擇頭部
CUSTOMIZATION/SelectModel.Select Lower Body,Text,,Select Lower Body,Choisir les jambes,Seleccionar parte inferior,Unterkörper auswählen,Выбор нижней части,Seleziona parte inferiore,选择下半身,からだ下の選択,하체 선택,Selecione a parte inferior,Alt Vücut Seç,เลือกร่างกายส่วนล่าง,Pilih Tubuh Bagian Bawah,Wybierz nogi,Вибрати нижню частину тіла,تحديد الجزء السفلي من الجسم,Seleciona a parte inferior do corpo,Pasirinkti apatinę kūno dalį,選擇下半身
CUSTOMIZATION/SelectModel.Select Upper Body,Text,,Select Upper Body,Choisir le torse,Seleccionar parte superior,Oberkörper auswählen,Выбор верхней части,Seleziona parte superiore,选择上半身,からだ上の選択,상체 선택,Selecione a parte superior,Üst Vücut Seç,เลือกร่างกายส่วนบน,Pilih Tubuh Bagian Atas,Wybierz tułów,Вибрати верхню частину тіла,تحديد الجزء العلوي من الجسم,Seleciona a parte superior do corpo,Pasirinkti viršutinę kūno dalį,選擇上半身
CUSTOMIZATION/SWITCH,Text,,SWITCH,CHANGER,CAMBIAR,WECHSELN,ПЕРЕКЛЮЧЕНИЕ,CAMBIA,切换,スイッチ,스위치,TROCAR,DEĞİŞTİR,สลับ,GANTI,PRZEŁĄCZ,ЗМІНИТИ,تبديل,TROCAR,PERJUNGTI,切換
CUSTOMIZATION/TIMER,Text,,TIMER,MINUTEUR,CONTADOR,TIMER,ТАЙМЕР,TEMPO,计时器,タイマー,타이머,TEMPORIZADOR,ZAMANLAYICI,จับเวลา,PENGUKUR WAKTU,ZEGAR,ТАЙМЕР,عدّاد الوقت,TEMPORIZADOR,LAIKMATIS,計時器
CUSTOMIZATION/TIP_MANIPULATE,Text,,"<#FFFF7F><b>MMB</b></color> pan, <#FFFF7F><b>RMB</b></color> rotate, <#FFFF7F><b>Wheel</b></color> zoom","<#FFFF7F><b>BDS</b></color> faire pivoter, <#FFFF7F><b>molette</b></color> zoom","<#FFFF7F><b>BCR</b></color> panear, <#FFFF7F><b>BDR</b></color> rotar, <#FFFF7F><b>rueda</b></color> zoom.","<#FFFF7F><b>MMT</b></color> Schwenken, <#FFFF7F><b>RMT</b></color> Drehen, <#FFFF7F><b>Mausrad</b></color> Zoomen","<#FFFF7F><b>СКМ</b></color> панорамирование, <#FFFF7F><b>ПКМ</b></color> вращение, <#FFFF7F><b>Колесо</b></color> масштабирование","<#FFFF7F><b>Mouse cen.</b></color> primo piano, <#FFFF7F><b>Mouse des.</b></color> ruota, <#FFFF7F><b>rotellina</b></color> zoom  ",<#FFFF7F><b>鼠标中键</b></color>移动角色，<#FFFF7F><b>鼠标右键</b></color>旋转角色，<#FFFF7F><b>鼠标滚轮</b></color>缩放,"<#FFFF7F><b>MMB</b></color> カメラ移動, <#FFFF7F><b>RMB</b></color> 回転, <#FFFF7F><b>ホイール</b></color> ズーム","<#FFFF7F><b>MMB</b></color> 카메라 팬, <#FFFF7F><b>RMB</b></color> 카메라 회전, <#FFFF7F><b>Wheel</b></color> 카메라 줌","<#FFFF7F><b>BMM</b></color> mover, <#FFFF7F><b>BDM</b></color> girar, <#FFFF7F><b>Roda do mouse</b></color> zoom","<#FFFF7F><b>MMB</b></color> çevir, <#FFFF7F><b>RMB</b></color> döndür, <#FFFF7F><b>Tekerlek</b></color> yakınlaştır",<#FFFF7F><b>MMB</b></color> เลื่อน <#FFFF7F><b>RMB</b></color> หมุน <#FFFF7F><b>ล้อ</b></color> ซูม,"<#FFFF7F><b>MMB</b></color> limbang, <#FFFF7F><b>RMB</b></color> putar, <#FFFF7F><b>Wheel</b></color> perbesaran","<#FFFF7F><b>ŚPM</b></color> przesuń, <#FFFF7F><b>PPM</b></color> obróć, <#FFFF7F><b>Kółko</b></color> zoom","<#FFFF7F><b>СКМ</b></color> прокручувати, <#FFFF7F><b>ПКМ</b></color> вертіти, <#FFFF7F><b>Alt+коліщатко</b></color> збільшити","<#FFFF7F><b>MMB</b></color> تحريك، <#FFFF7F><b>RMB</b></color> تدوير، <#FFFF7F><b>Wheel</b></color> تكبير/تصغير","<#FFFF7F><b>BCR</b></color> movimento panorâmico, <#FFFF7F><b>BDR</b></color> rodar, <#FFFF7F><b>Roda</b></color> zoom","<#FFFF7F><b>MMB</b></color> – slinkti, <#FFFF7F><b>RMB</b></color> – sukti, <#FFFF7F><b>ratukas</b></color> – keisti mastelį",<#FFFF7F><b>滑鼠中鍵</b></color>拖動畫面、<#FFFF7F><b>滑鼠右鍵</b></color>旋轉、<#FFFF7F><b>滑鼠滾輪</b></color>縮放
CUSTOMIZATION/TIP_MANIPULATE_OLD,Text,,"<#FFFF7F><b>LMB</b></color> pan, <#FFFF7F><b>RMB</b></color> rotate, <#FFFF7F><b>Wheel</b></color> zoom","<#FFFF7F><b>Bouton gauche</b></color> déplacer, <#FFFF7F><b>Bouton droit</b></color> pivoter, <#FFFF7F><b>Molette</b></color> zoomer","<#FFFF7F><b>BIR</b></color> oscilar, <#FFFF7F><b>BDR</b></color> girar, <#FFFF7F><b>rueda</b></color> zoom","<#FFFF7F><b>LMT</b></color> verschieben, <#FFFF7F><b>RMT</b></color> drehen, <#FFFF7F><b>Rad</b></color> Zoom","<#FFFF7F><b>ЛКМ</b></color> прокрутка, <#FFFF7F><b>ПКМ</b></color> вращение, <#FFFF7F><b>Колесо</b></color> увеличение",<#FFFF7F><b>Pulsante sinistro del mouse</b></color> panoramica. <#FFFF7F><b>Pulsante destro del mouse</b></color> ruota. <#FFFF7F><b>Rotella</b></color> zoom.,"<#FFFF7F><b>鼠标左键</b></color>移动，
 <#FFFF7F><b>鼠标右键</b></color>旋转，
 <#FFFF7F><b>鼠标滚轮</b></color>缩放","<#FFFF7F><b>LMB</b></color> カメラ移動, <#FFFF7F><b>RMB</b></color> 回転, <#FFFF7F><b>ホイール</b></color> ズーム","<#FFFF7F><b>LMB</b></color> 카메라 팬, <#FFFF7F><b>RMB</b></color> 카메라 회전, <#FFFF7F><b>Wheel</b></color> 카메라 줌","<#FFFF7F><b>BEM</b></color> mover, <#FFFF7F><b>BDM</b></color> girar, <#FFFF7F><b>Roda do mouse</b></color> zoom","<#FFFF7F><b>LMB</b></color> çevir, <#FFFF7F><b>RMB</b></color> döndür, <#FFFF7F><b>Tekerlek</b></color> yakınlaştır",<#FFFF7F><b>LMB</b></color> กระทะ <#FFFF7F><b>RMB</b></color> หมุน <#FFFF7F><b>ล้อ</b></color> ซูม,"<#FFFF7F><b>LMB</b></color> limbang, <#FFFF7F><b>RMB</b></color> putar, <#FFFF7F><b>Wheel</b></color> perbesaran","<#FFFF7F><b>LPM</b></color> przesuń, <#FFFF7F><b>PPM</b></color> obróć, <#FFFF7F><b>Koło</b></color> zoom","<#FFFF7F><b>ЛКМ</b></color> прокручувати, <#FFFF7F><b>ПКМ</b></color> вертіти, <#FFFF7F><b>Коліщатко</b></color> збільшити","<#FFFF7F><b>LMB</b></color> تحريك، <#FFFF7F><b>RMB</b></color> تدوير، <#FFFF7F><b>Wheel</b></color> تكبير/تصغير","<#FFFF7F><b>BER</b></color> movimento panorâmico, <#FFFF7F><b>BDR</b></color> rodar, <#FFFF7F><b>Roda</b></color> zoom","<#FFFF7F><b>LMB</b></color> – slinkti, <#FFFF7F><b>RMB</b></color> – sukti, <#FFFF7F><b>ratukas</b></color> – keisti mastelį",<#FFFF7F><b>滑鼠左鍵</b></color>拖動畫面、<#FFFF7F><b>滑鼠右鍵</b></color>旋轉、<#FFFF7F><b>滑鼠滾輪</b></color>縮放
